note	book	page	result	score	quote
Malta exiles (1919-1921).md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 363	updated		yaparak savaştan ayrılmalan teklifini ise reddetmiti. İttihad ve Terakki'nin ikt → yaparak savaştan ayrılmalan teklifini ise reddetmiti. İttihad ve Terakki'nin ikt
Malta exiles (1919-1921).md	Enver (Murat Bardakçı)	p. 227	unmatched	0	…Kafkasya'ya, Kafkas 1 l lı ı ı ı 01'C l t ıHu'na gitti ve yarbaylıktan paşalığa
Malta exiles (1919-1921).md	Türkiye'de Beş Yıl (Liman von Sanders)	p. 488	unmatched	0	Türkler arasında "Liman Paşa " adıyla anılan von Sanders, Malta sürgünlüğü sıras
Misak-ı Milli (1920).md	Atatürk Hakkında Hatıralar ve Belgeler (Afet İnan)	p. 424	updated		Milli birliğin teşekkülü ile düşman istilasına karşı Büyük Millet Meclisi Hüküme → Milli birliğin teşekkülü ile düşman istilasına karşı Büyük Millet Meclisi Hüküme
Occupation of İstanbul (1918-1923).md	İç Savaş ve Sevr'de Ölüm (Sina Akşin)	p. 371	unmatched	0	Kısa Zaman Dizini (Ayraç içindeki sayılar ilgili altbaşlıklara göndermedir) 16 M
Opening of the Grand National Assembly (1920).md	Türkiye'de Hükümetler (İhsan Güneş)	p. 7	updated		TBMM TBMMZC yage YKY Atatürk Ara$lrma Merkezi Y ayllu Adl gegen eser Ba+akanllk  → BAO Babakanlık Osmanlı Arşivi Bkz. Bakınız Cilt c. Dev. Devre DUT Dosya Usulü İr
Opening of the Grand National Assembly (1920).md	Türkiye'de Hükümetler (İhsan Güneş)	p. 238	updated		4- icra Vekilleri arasjnda Gikacak ihtilafl Büyük Millet Meclisi halleder. 5- Me → 4- için Vekilleri arasında çıkacak ihtilafı Büyük Millet Meclisi halleder. bilah
Opening of the Grand National Assembly (1920).md	Türkiye'de Hükümetler (İhsan Güneş)	p. 242	updated		“Ancak Büyük Millet Meclisi Reisi, Vekiller Heyeti’nin de reis-i tabisi → Ancak Büyük Millet Meclisi Reisi, Vekiller Heyeti’nin de reis-i tabisi
Sheikh Said rebellion (1925).md	İstanbul'da Ramazan (François Georgeon)	p. 187	updated		"41 Şubat 1925'de Doğu Anadolu'da yaşanan Şeyh Said İsyanı'ndan sonra (Yönetim i → 41 Şubat 1925'de Doğu Anadolu'da yaşanan Şeyh Said İsyanı'ndan sonra (Yönetim is
Treaty of Lausanne (1923).md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 146	updated		Lozan'da 1909'da kurulan "Lozan Osmanh Kuruphanesi" isimli cemiyet 1911 'in sonl → Lozan'da 1909'da kurulan “Lozan Osman Kūtūphanesi" isimli cemiyet 191 l'in sonla
Treaty of Lausanne (1923).md	Şahbaba (Murat Bardakçı)	p. 392	updated		taht.•i Sultan daha ve +karttl\h iradeyle. eski done. hassada kalan ne kadar tmi → Hrqlaruu maliyenin ddemesi kararlaşturıldt. Sezizo-i Esssavıa ilgili son geliçme
Treaty of Sèvres (1920).md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 259	updated		Bfil<l, gozlerinizden operim efendim. ismail Canbulat Adres: 3, Via Alpi, Roma 7 → Bâki, gözlerinizden öperim efendim. İsmail Canbulat Adres: 3, Vıı Alpı, Roma 72 
Treaty of Sèvres (1920).md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 110	updated		Kendileri Io:.ndnidfl sujhten h#berdar Bißntkilerin I*åt'iir ve Trakya icin beyn → Kendileri Londra'da sulhten haberdar değiller. Bizimkilerin İzmir ve Trakya için
Treaty of Sèvres (1920).md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 392	unmatched	0	270 25 minh 1921} Sevrili Naciye, arylanclßlm. biricik cicim! Bl.lßiin iki s;ihi
Treaty of Sèvres (1920).md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 488	unmatched	0	Güiihi kuli,amlacak 'iR li,i.fek i:æraber 0-0 d•tirt k.upzklfi birde bi,i'tiifi 
University reform of 1933.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 111	updated		O zamanki adjyla "Darulfunun" da Fuat Köprülü denetiminde hamrlanan bu tezin adl → O zamanki adıyla "Darülfünun" da Fuat Köprülü denetiminde hazırlanan bu tezin ad
University reform of 1933.md	Birinci Dünya Savaşı'nda Türkiye (Ahmet Emin Yalman)	p. 297	updated		1 9 Aralık 1917 tarihinde İstanbul Darülfünunu Sınayi-i Nefise Mektebi hararetli → 1 9 Aralık 1917 tarihinde İstanbul Darülfünunu Sınayi-i Nefise Mektebi hararetli
University reform of 1933.md	Kılıç Ali'nin Anıları (Kılıç Ali)	p. 579	unmatched	0	Atatürk bu konuyla özel şekilde ilgilenmiş ve Milli Eğitim Bakanı Reşit Galip /B
University reform of 1933.md	Değişen İstanbul (Zeynep Çelik)	p. 199	unmatched	84	MiMARi ÇOOULCULUK VE BiR ÜSLUP ARAYIŞI 1 85 95 - Fossatiler'in yaptığı Darülfünu
İzmir assassination plot (1926).md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 81	updated		Cavid Bey, Izmir suikasti sui;lamas1 ile tutuklanmasmdan sonra kapatlldigi Amkar → Cavid Bey, İzmir suikastı suçlaması ile tutuklanmasından sonra kapatldığ Ankara 
İzmir assassination plot (1926).md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 395	updated		Moskova'da bir ara suikast ile baglanbs1 oldugu iddias1 ile Sovyet gizli polisi  → Moskova'ya geçmiti ve İzmir suikastı hadisesi sırasında Moskova'da idi. Moskova'
Heyet-i Temsiliye.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 232	updated		… dogru yoldan haklartnl savunmaya ve bagrms1z11Åa yönlendirmesi"ni; bunu da güv → doğru yoldan haklarını savunmaya ve bağımsızlığa yönlendirmesi”ni; bunu da güven
Kuva-yı Milliye.md	Kılıç Ali'nin Anıları (Kılıç Ali)	p. 139	unmatched	0	İzzet ve Salih Paşalarla heyetin di�ı:r üyeleri, basın aracılığıyla, Kuva-yı Mil
Kuva-yı Milliye.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 111	unmatched	65	Kuva-yi Milliye'nin tesisinde Ermeni meselesinin en muhim rol oynad1giru bilen T
Müdafaa-i Hukuk societies.md	Bu Defa Niçin Harp Edeceğimi Biliyorum (İbrahim Sorguç)	p. 109	unmatched	0	Büyük Millet Meclisi'nin ikinci seçimleri hararetle devam ediyor. Müdafaa-i Huku
Müdafaa-i Hukuk societies.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 231	updated		Müdafaa-i Hukuk Cemiyetleri'nin qabalarlyla halktaki yenilmi}liéin yarattlél mor → Müdafaa-i Hukuk Cemiyetleri’nin çabalaryla halktaki yenilmişliğin yarattiği mora
Abdülmecid Efendi.md	Şahbaba (Murat Bardakçı)	p. 684	updated		Bu #artlardan bazrlan Abdülmecid Efendi'nin Meclis'e hitaben bir tepkkür mesajl  → Bu şartlardan bazılar Abdülmecid Efendi’nin Meclis’e hitaben bir teşekkür mesajı
Abdülmecid Efendi.md	Son Osmanlılar (Murat Bardakçı)	p. 179	unmatched	0	Halife Abdülmecid Efendi'nin kızı DSuülrtraünş, eghevlianrliği ile (Nice, 14 Kas
Afet İnan.md	Kılıç Ali'nin Anıları (Kılıç Ali)	p. 318	unmatched	0	Haydi sana izin vereyim. " Durumdan ha berdar olmayan Afet Hanım söze karıştı: "
Ahmet Emin Yalman.md	Enver (Murat Bardakçı)	p. 87	updated		“...Mustafa Kemal'in Ahmed Emin'e verdiği uzun enterviyöyü okudum mu? Hayatından → Mustafa Kemal'in Ahmed Emin'e verdiği uzun enterviyöyü okudum mu? Hayatından uzu
Ali Fuat Cebesoy.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 54	updated		AnadolWdnn gelmi9 Nti±irt Bey, Run Niar Bey ve olarak kalaeuk Olan Ali Fuad Pa#. → Kemal Bey. mebus Rıza Nur Bey ve sefir olarak kalacak olan Ali Fuad Paşa, bunlar
Ali Fuat Cebesoy.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 69	unmatched	0	Ali Fuad Pa*ß nihayeL sura.r O dn verileti o da bty•n-' Oder. Fakiit Etusya aras
Ali Fuat Cebesoy.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 174	unmatched	0	Kvaehsi generul/edinlden &l.akifun yepmnya hur iiüve ve Ankaraya vernvek meéeles
Ali Fuat Cebesoy.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 186	updated		Sefir'in yanmda Ali Fuad Pa*fi da vard', Qay ve mektubumu seiire verdimKendisi g → Sefirin yanında Ali Fuad Paşa da vardı. Çay içtik ve mektubumu sefire verdim. Ke
Ali Fuat Cebesoy.md	Şahbaba (Murat Bardakçı)	p. 645	updated		..Cülûs-l hümayun ramazan nihayetlerinde vuku bulmuş olduğundan bayrama kadar ma → Cülûs-l hümayun ramazan nihayetlerinde vuku bulmuş olduğundan bayrama kadar ma’r
Ali Fuat Cebesoy.md	100. Yılında Jön Türk Devrimi (Sina Akşin)	p. 185	unmatched	0	Karagöz Meşveret haftada 10.8.1908- iki 1955 15 1.12.1895- günlük 130 sayı Celal
Ali Kemal.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 291	updated		Ali Kemal Bey'in makalesinin bir kopyasrm gonderdiginiz i9in size sonsuz te§ekki → Ali Kemal Bey’in makalesinin bir kopyasını gönderdiğiniz için size sonsuz teşekk
Ali Kemal.md	Şahbaba (Murat Bardakçı)	p. 250	updated		Bu yam, Ali Kemal'in son makalesi Oldu. 5 Kasrm günü BeyoÉlu'ndaki bir berberde  → Bu yazı, Ali Kemal'in son makalesi oldu. 5 Kasım günü Beyoğlu’ndaki bir berberde
Ali Kemal.md	Şahbaba (Murat Bardakçı)	p. 552	unmatched	0	Bir kisa süre evvel' Ali Kemal izmi?e kapnlarak ling edilmi*ti. Bursa kumandam N
Ali Kemal.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 193	unmatched	0	… Maliye Nann Maorif Nann Naha Nann Adi Damat Ferid Pasa Mustafa Sabri Efendi Mu
Ali Kemal.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 193	unmatched	0	Tevfik Bey Tevfik Bey* Ferid Bey* Tevfik Bey* Ali Kemal Bey Gelenbevizade Said B
Ali Kemal.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 251	updated		Geceyi deri paltom€l. bfrriinerek gcdirlerin biri iizerinde ge.prdimw Sabaha ka. → Geceyi deri paltoma bürünerek sedirlerin biri üzerinde geçirdim. Sabaha karça ol
Ali Rıza Paşa.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 186	unmatched	0	Bahriye Nann Ali Riza Pasa Ali Riza Paso* Ali Riza Paso* Posta Teig. ve Tel.Nazl
Ali Rıza Paşa.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 210	unmatched	0	…t Üyeleri230 Nanrlar Sadrazam $eyhülislam Sira-Yi Devlet Reisi Dahiliye Nann Ha
Arthur Calthorpe.md	Şahbaba (Murat Bardakçı)	p. 533	unmatched	0	Damad Ferid Pa;a projeyi ingiliz Yüksek Komiseri Amiral Calthorpe'a bizzat veriy
Arthur Calthorpe.md	Şahbaba (Murat Bardakçı)	p. 534	updated		Sultan, Yüksek Komiser Calthorpe'a 8 'Ibmmuz'da yazdltl hususi tubunda Ermenile? → Sultan, Yüksek Komiser Calthorpe'a 8 Temmuz'da yazdığı hususi mektubunda Ermenil
Bekir Sami.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 240	updated		Bekir Sami Bey (Tokat) • Hakkl Behiq Bey (Denizli) : Ismail Fazil Pasa (Yozgat)  → Hakkı Behiç Bey (Denizli) : İsmail Fazıl Paşa (Yozgat) Nafıa Vekili İktisat Veki
Bekir Sami.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 243	unmatched	0	Celalettin Arif Bey Gmi Bey Hakkl Behig Bey Nönm Bey Refet Bey Bekir Sami Bey Ha
Bekir Sami.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 249	unmatched	0	Naha V. iktisat Vekili Fevzi Pag Refet Bey Kinm Bey (elalettin Arif Bey Refik Se
Bekir Sami.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 309	updated		Mehmet $ükrü Bey Kostaki Våyåni Efendi 228 Kölemen, Abdullah bkz. Abdullah Pap K → Kölemen, Abdullah bkz. Abdullah Paşa 200, 208, 210, 215, 217, 270, 363, 371, Kun
Bekir Sami.md	Kılıç Ali'nin Anıları (Kılıç Ali)	p. 673	unmatched	0	…el Mustafa Fevzi Efendi Gaziayıntap Yıldırım Taburu Zabitanından Mülazım-ı sani
Bekir Sami.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 39	updated		Nil•wyvt, Ankaraida:n geimW alan ve Hariciye Ninn Bekir Sami dey riyasetinde bul → Nihayet, Ankara'dan gelmiş olan ve Hariciye Nazırı Bekir Sami Bey riyasetinde bu
Bekir Sami.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 39	updated		Hele, Doktor ve Seyf Beyle& tnegunun oldumBugan de Haneiye Nä.zwn Kurahan Ile Ci → Karahan ile Názur Çiçerin'e Sami Bey'i de beraber alarak. Ziya Bey ile birlikte 
Bekir Sami.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 218	updated		Fakat mä]trn Arkadß*lanyla konu*tnadan karar Neyse, bari vaziyet etM± de ben de  → karar veremez. Neyse, bári vaziyet taayyün etse de ben de ona göre davranan. Ekr
Bekir Sami.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 219	updated		Cami ne yap1yor? $imdiye kadar Bekir Sami'nin gelmesini bekliyor diyorlardi. $im → O pek uydurma bir isme benzemiyor. diyorlardı. indi Ankaraya gidecek mi? Celâled
Bekir Sami.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 253	updated		Ali burada iken onun pe§inde idi. $imdi de Bekir Sarni ile beraber gidecegine da → gitti. Başka kimse yok. Bilmem nereden bu havadis çikti. Câmi ne için bilmem. Al
Cafer el-Askeri.md	Arap İsyanı 1916-1918 (David Murphy)	p. 81	unmatched	0	Arap N izamiye Ordusu'nun sabık başkomutanı Cafer el-Askeri lrak'ın hem başbakan
Cafer el-Askeri.md	Arap İsyanı 1916-1918 (David Murphy)	p. 81	unmatched	0	Onun kurmay reisi Nuri es-Said de bilahare ı4 seferden az olmamak kaydıyla Irak 
Celal Bayar.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 249	unmatched	0	…et Bey Ali Fethi Bey Bekir Sami Bey Yusuf Kemal Bey Yusuf Kemal Bey Ahmet Ferid
Damat Ferit Paşa.md	Enver (Murat Bardakçı)	p. 196	unmatched	0	Ferid Paşa güya Meclis-i Vükela'da cereyan eden bir müzakere neticesinde yenKami
Damat Ferit Paşa.md	Enver (Murat Bardakçı)	p. 493	updated		Ferid Paşa güya Meclis-i Vol ı•lı 'dıı n•rryon eden bir müzakere neticesinde yen → Ferid Paşa güya Meclis-i Vol ı•lı 'dıı n•rryon eden bir müzakere neticesinde yen
Damat Ferit Paşa.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 193	unmatched	0	Hükümet Üyeleri219 Nonrlar Sadrazam Seyhülislam 'jra-Yl Devlet Reisi Dahiliye Na
Damat Ferit Paşa.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 207	unmatched	0	Hükümet Üyeleri227 Namrlar Sadrazam $eyhülislam Devlet Reisi Dahiliye Nann Horic
David Lloyd George.md	Şahbaba (Murat Bardakçı)	p. 79	updated		Lloyd George, ingiltere'nin #artlanm kabul ederek sava#l birakmasz kar*111É1nda  → Lloyd George, İngiltere'nin şartlarnı kabul ederek savaşı bırakması gnmsizlignni
David Lloyd George.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 121	unmatched	0	Lloyd George'vcj Elkri Hindi"tanidu imif, O ha]de harp Mnmofil# hen Lloyd ehcdi 
David Lloyd George.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 278	updated		Lloyd George •Eger Seer ntu•abedesi 5.imdi kubul editmez.V kebule "'Recbur diyor → kabule mecbur ofacak" diyormug. Böyle olunca hakikaten biçare Anadolu için sulh 
David Lloyd George.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 278	updated		Artik arada herek'dl haklanda karat Soo gun devan glen nuvaffak olamgyarak Sakar → Yunanlılar'ın sekiz gün devam eden taarruzlarnda muvaffak olamayarak Sakarya önl
Emir Abdullah.md	Arap İsyanı 1916-1918 (David Murphy)	p. 11	unmatched	0	Emir Abdullah Taifteki Türk garnizonuna saldırır. Nihayetinde iki şehir de Mısır
Emir Abdullah.md	Arap İsyanı 1916-1918 (David Murphy)	p. 16	updated		Ortada oturan, Emir Abdullah bin Hüseyin. Ayaktakiler, soldan sağa: Sabık Osmanl → Ortada oturan, Emir Abdullah bin Hüseyin. Ayaktakiler, soldan sağa: Sabık Osmanl
Faysal.md	Şahbaba (Murat Bardakçı)	p. 522	updated		Sultan’ın eşi Prens Muhammed Ali İbrahim, oğlu Prens Ahmed Rıfat İbrahim, Prens  → Sultan’ın eşi Prens Muhammed Ali İbrahim, oğlu Prens Ahmed Rıfat İbrahim, Prens 
Faysal.md	Arap İsyanı 1916-1918 (David Murphy)	p. 23	unmatched	0	1916'nın son aylannda bu ordugah Faysal'ın yaklaşan Türk kuvvetlerine karşı müda
Faysal.md	Arap İsyanı 1916-1918 (David Murphy)	p. 86	unmatched	0	--- ARAP İ SYAN l ' N i N Mİ RAS i --- 1960'ta Terence Raligan'ın Ross adlı oyun
Fethi Okyar.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 357	unmatched	62	355 171 SOFYA SEFiRi FETHi BEY'iN CEMAL PA~AYA MEKTUBU (19 Arallk 1913) Osmanh l
Fethi Okyar.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 357	unmatched	62	355 171 SOFYA SEFiRi FETHi BEY'iN CEMAL PA~AYA MEKTUBU (19 Arallk 1913) Osmanh l
Fethi Okyar.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 534	unmatched	79	5:30 Malta sfuglinlerinden bir grup: (On sira soldan) ismail Canbulat, Fethi Bey
Fethi Okyar.md	Şahbaba (Murat Bardakçı)	p. 111	unmatched	0	Oyiamn günü ziynrctfi olarak gittiÉi Meclis'te rastladltl hemen her milletvekili
Fethi Okyar.md	Şahbaba (Murat Bardakçı)	p. 575	updated		Bizim burada kimbilir ne kadar zevkli bir hayat gegirmekte OlduÉumuzu -Fethi Bey → Bizim burada kimbilir ne kadar zevkli bir hayat geçirmekte olduğumuzu -Fethi Bey
Fethi Okyar.md	Şahbaba (Murat Bardakçı)	p. 576	updated		olduğum için vaad buyurduğunuz iştigali Teşrinsani ve Kânunevvel muhassasatlarım → olduğum için vaad buyurduğunuz iştigali Teşrinsani ve Kânunevvel muhassasatlarım
Fethi Okyar.md	Talat Paşa'nın Anıları (Talat Paşa)	p. 202	updated		Kültür Yayınlar Atatürk’ün gençlik, okul ve mücadele arkadaşı Fethi Okyar'dan Cü → Kültür Yayınlar Atatürk’ün gençlik, okul ve mücadele arkadaşı Fethi Okyar'dan Cü
Fevzi Çakmak.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 92	unmatched	0	Enver Paşa Talât Paşa Nesîmi Bey Cemal Paşa Talât Paşa Mustafa Fevzi Ef. Enver P
Fevzi Çakmak.md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 266	unmatched	0	58 kurucu üyesinden 35'i İttihat ve Terakki Cemiyeti'ne bilfiil kayıtlı bulunuyo
Fevzi Çakmak.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 197	unmatched	0	Abdurrahman Seref Bey Mehmet Serif Pasa Hamm Bey Mustafa Re;it Pap Sofa Bey Cema
Fevzi Çakmak.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 240	updated		HÜKÜMETiN KURULU9 BiqiMi 297 Türkiye Büyük Millet Meclisi'nin on bir kisiden Olu → Türkiye Büyük Millet Meclisi’nin on bir kişiden oluşan ilk hükümeti şu kişilerde
Fevzi Çakmak.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 254	unmatched	0	Mustafa Fevzi Ef. Saruhan izmir Seyid Bey Istanbul Ali Fethi Bey ismet Pasa Mala
Georgy Chicherin.md	Enver (Murat Bardakçı)	p. 207	updated		komünistleri püskürtinek için yeni bir cephe açtığını hatırlattı! Celal Korkmazo → komünistleri püskürtinek için yeni bir cephe açtığını hatırlattı! Celal Korkmazo
Georgy Chicherin.md	Enver (Murat Bardakçı)	p. 231	updated		Sovyet Hariciye Komiseri Çiçerin ile de sık sık temasta bulunmakta, Türkiye'nin  → Sovyet Hariciye Komiseri Çiçerin ile de sık sık temasta bulunmakta, Türkiye'nin 
Georgy Chicherin.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 17	unmatched	0	Bak.ubm Ink ne Semi yasa-vlx:n.åll Allahh emancl eeerrlt ißerim, Benim is-in ici
Georgy Chicherin.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 63	updated		Maksadcen kiirklerini ga.kB.lum olaea.k de cicirr.e, Ibrahim Täl.i aldi@.nuz cin → yapalmamug kürk hemen. dört bin marka mâloluyorsnus. Dedim ya, param olsa Batum 
Georgy Chicherin.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 72	updated		Cicerin ile g6ri#lip soyHm„ Bugün dine ni$beten daha 'iyode hudut rneg'elegini h → Çiçerin ile görüşúp söyledim. Bugün düne nisbeten daha. ziyade hudut mes'elesini
Georgy Chicherin.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 233	unmatched	0	Elbet bur,u.n ahlåker.lokuu anlar da hakilGi1i ckudukte.n sc•r'lra Nä.z:l.m we E
Hamdullah Suphi.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 249	unmatched	0	…iktisat Vekili Fevzi Pag Refet Bey Kinm Bey (elalettin Arif Bey Refik Sevket Be
Hamdullah Suphi.md	Kılıç Ali'nin Anıları (Kılıç Ali)	p. 239	updated		Refik Saydam, Milli Eğitim Bakanı Hamdullah Suphi Tanrıöver, Tarım Bakanı Sabri  → Refik Saydam, Milli Eğitim Bakanı Hamdullah Suphi Tanrıöver, Tarım Bakanı Sabri 
Kâzım Karabekir.md	Şahbaba (Murat Bardakçı)	p. 160	unmatched	0	Kamm Karabekir Pa'a ile *ifreli muhaberelerle fikirler birlqtirilmi}ti. O gece b
Kâzım Karabekir.md	Şahbaba (Murat Bardakçı)	p. 163	updated		Anlaynayla ilgili söylentiler Anadolu'yu tabii ki 90k, hem de pek gok kan*tlrdl. → Ingiltere lehine kullanacak ama bu husus gizli tutulacaktı. kançtırdı. Sivas'ta 
Kâzım Karabekir.md	Şahbaba (Murat Bardakçı)	p. 661	updated		Hadiseyi, Sultan Vahideddin'in kaymbiraderi ve yaveri Olan Kaymakam Zeki Befin y → Hadiseyi, Sultan Vahi- deddin'in kayınbiraderi ve yaveri olan Kaymakam Zeki Bey'
Latife Hanım.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 165	updated		*�flfir �?.!Ilı Ailiejun :nt1*::k* Gelundaxue $JX'j!f�· Yesuqingnianhui Farnaka  → flfir �?.!Ilı Ailiejun :nt1*::k* Gelundaxue $JX'j!f�· Yesuqingnianhui Farnaka Ma
Lord Curzon.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 272	updated		270 olan erkek torununu veliahdi yapacagrm soyliiyordu. ~erif Pa~a, hayatrm 22 A → olan erkek torununu veliahdı yapacağını söylüyordu. Şerif Paşa, hayatını 22 Aral
Mazhar Müfit Kansu.md	Şahbaba (Murat Bardakçı)	p. 666	updated		Maiyetindekilerden Mazhar Müfit Bey (Kansu), kongre akşamı Paşa'ya "Nutkunuzun s → Maiyetindekilerden Mazhar Müfit Bey (Kansu), kongre akşamı Paşa'ya "Nutkunuzun s
Mazhar Müfit Kansu.md	Şahbaba (Murat Bardakçı)	p. 665	updated		Ordu Kztaåtz Müfettifi Mirliva Mustafa Kemal" yamlidrr. (42) Meselå, Mazhar Müfi → Ordu Kıtaatı Müfettişi Mirliva Mustafa Kemal” yazılıdır. (42) Meselâ, Mazhar Müf
Mazhar Müfit Kansu.md	Şahbaba (Murat Bardakçı)	p. 666	updated		Maiyetindekilerden Mazhar Müfit Bey (Kansu), kongre akşamı Paşa'ya "Nutkunuzun s → Maiyetindekilerden Mazhar Müfit Bey (Kansu), kongre akşamı Paşa'ya "Nutkunuzun s
Mehmet Turgut Argun.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 244	unmatched	0	Mehmet Turgut Argun 1921-22 yılları arasında tuttuğu günlüğünde cepheye dair göz
Mehmet Turgut Argun.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 215	updated		vi | Jİ öğ ERİ İRİ Osb BASİL yem Says SA BADE Mehmet Turgut Bey'in askeri veteri → vi | Jİ öğ ERİ İRİ Osb BASİL yem Says SA BADE Mehmet Turgut Bey'in askeri veteri
Mehmet Turgut Argun.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 205	unmatched	82	Mehmet Turgut Argun'un Kaleminden Kısa Yaşamöyküsü Hizmetlerim ve çalışmalarım M
Mehmet Turgut Argun.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 205	unmatched	82	Mehmet Turgut Argun'un Kaleminden Kısa Yaşamöyküsü Hizmetlerim ve çalışmalarım M
Mehmet Turgut Argun.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 215	updated		vi | Jİ öğ ERİ İRİ Osb BASİL yem Says SA BADE Mehmet Turgut Bey'in askeri veteri → vi | Jİ öğ ERİ İRİ Osb BASİL yem Says SA BADE Mehmet Turgut Bey'in askeri veteri
Mehmet Turgut Argun.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 244	unmatched	0	Mehmet Turgut Argun 1921-22 yılları arasında tuttuğu günlüğünde cepheye dair göz
Mehmet Turgut Argun.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 244	unmatched	0	Kurtuluş Savaşı'nın önemli şahsiyetlerinin ve cephe fotoğraflarının yer aldığı k
Mikhail Frunze.md	Enver (Murat Bardakçı)	p. 383	updated		Enver'in şehadeti Ermeni kaynaklarında bugün Nemesis'in başarısı olarak geçer; O → Enver'in şehadeti Ermeni kaynaklarında bugün Nemesis'in başarısı olarak geçer; O
Mustafa Sabri Efendi.md	Şahbaba (Murat Bardakçı)	p. 670	unmatched	62	Seyhülislam Mustafa Sabri Efendi tarafindan meqihat yani qeyhülislamllk müsteqar
Mustafa Sabri Efendi.md	Şahbaba (Murat Bardakçı)	p. 535	unmatched	0	501 Fbbüste bulunan Sadrazam Damad Ferid, Mustafa Sabri Efendi vasitaSIYIa ingil
Mustafa Sabri Efendi.md	Şahbaba (Murat Bardakçı)	p. 670	unmatched	62	Seyhülislam Mustafa Sabri Efendi tarafindan meqihat yani qeyhülislamllk müsteqar
Mustafa Sabri Efendi.md	Şahbaba (Murat Bardakçı)	p. 686	updated		Halifelik hulyåsr iginde Olan Hüseyin, Mustafa Sabri Efendi'nin Osmanli hilåfeti → Halifelik hülyası içinde olan Hüseyin, Mustafa Sabri Efendi'nin Osmanlı hilafeti
Mustafa Sabri Efendi.md	Şahbaba (Murat Bardakçı)	p. 686	updated		DoÉu Ergil, "Osmanlz Ocagz'nzn Sönü}ü", Milliyet, 2 Arahk 1989. (12) Osman Önde* → Doğu Ergil, "Osmanlı Ocağı’nın Sönüşü”, Milliyet, 2 Aralık 1989. (12) Osman Önde
